,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
231,"Billings, MT",232,339000.0,334900.0,334900.0,329800.0,334900.0,336450.0,337900.0,332400.0,335000.0,329900.0,335000.0,339000.0,336450.0,328450.0,329000.0,329900.0,316000.0,309900.0,315500.0,317000.0,319000.0,319000.0,320000.0,322000.0,329000.0,329900.0,335000.0,345000.0,335000.0,334950.0,334900.0,334900.0,342900.0,345950.0,349900.0,349900.0,349900.0,349950.0,349900.0,339900.0,339900.0,347250.0,344950.0,349900.0,358900.0,369000.0,369000.0,359000.0,359900.0,349450.0,340000.0,347500.0,348250.0,339900.0,349250.0,354950.0,355000.0,360000.0,357000.0,359900.0,350000.0,349900.0,341000.0,354900.0,374900.0,364950.0,375000.0,367000.0,377700.0,388950.0,374950.0,369000.0,359900.0,358000.0,357500.0,354000.0,362800.0,377250.0,374900.0,365000.0,359900.0,359900.0,354900.0,369000.0,359900.0,359900.0,359900.0,356500.0,359900.0,359900.0,359900.0,349900.0,349450.0,349000.0,348000.0,350000.0,359900.0,369000.0,369900.0,365900.0,375000.0,379900.0,379900.0,385000.0,399900.0,398500.0,399900.0,399900.0,418000.0,424000.0,419900.0,420000.0,409900.0,399900.0,400000.0,410000.0,419000.0,425000.0,426900.0,431512.0
232,"Bend, OR",233,480000.0,485000.0,479000.0,459950.0,450000.0,449000.0,449000.0,449000.0,449000.0,449000.0,449900.0,449000.0,449000.0,449000.0,439900.0,439000.0,449500.0,447900.0,449000.0,444900.0,439250.0,439500.0,429000.0,429900.0,419000.0,425000.0,429900.0,437000.0,439000.0,449000.0,449500.0,444900.0,449000.0,450000.0,474700.0,469900.0,469000.0,454900.0,459450.0,464000.0,475000.0,490000.0,499000.0,499000.0,494900.0,499000.0,499900.0,499900.0,499000.0,499900.0,499000.0,499950.0,499900.0,514000.0,515000.0,512965.0,524949.5,524900.0,538250.0,535000.0,549000.0,549000.0,559000.0,567450.0,574950.0,585000.0,595000.0,586749.5,595000.0,595000.0,596000.0,599900.0,602500.0,599500.0,615000.0,629900.0,639000.0,649000.0,649000.0,649900.0,649900.0,659000.0,660000.0,679000.0,699000.0,689000.0,679000.0,675000.0,675000.0,675000.0,679000.0,679000.0,685000.0,682500.0,679975.0,682900.0,689000.0,690000.0,680000.0,689000.0,695000.0,695000.0,698250.0,695000.0,695000.0,699000.0,719900.0,735000.0,739000.0,749000.0,739000.0,749995.0,749000.0,745000.0,749000.0,749900.0,749000.0,749750.0,755000.0,755983.0
233,"Albany, GA",234,210000.0,210000.0,199500.0,209900.0,199900.0,202950.0,209250.0,209250.0,199500.0,198500.0,199000.0,199000.0,189900.0,194900.0,196000.0,196000.0,196000.0,189950.0,193000.0,194900.0,196000.0,195000.0,199900.0,198950.0,192000.0,190950.0,189900.0,187500.0,189900.0,189900.0,189900.0,189900.0,188450.0,184900.0,189900.0,195000.0,190000.0,195000.0,194900.0,189900.0,189700.0,188750.0,187000.0,186900.0,179900.0,184700.0,181900.0,184000.0,187250.0,189000.0,194900.0,194900.0,189900.0,194500.0,189500.0,198950.0,189900.0,189250.0,189000.0,185000.0,195500.0,195000.0,195000.0,198000.0,199900.0,195500.0,197950.0,190250.0,192500.0,192000.0,189500.0,185000.0,184950.0,188000.0,189900.0,189500.0,189900.0,191500.0,195750.0,197500.0,196450.0,198000.0,204900.0,204900.0,195450.0,205000.0,199900.0,209900.0,214950.0,218750.0,219900.0,224900.0,224900.0,224900.0,219900.0,225000.0,229900.0,228950.0,222000.0,224900.0,228000.0,228500.0,224900.0,225950.0,223900.0,228000.0,233000.0,239900.0,240900.0,239900.0,239900.0,239000.0,243950.0,239900.0,244950.0,244900.0,241900.0,239900.0,249900.0,244900.0
234,"Vineland, NJ",235,239900.0,240000.0,239900.0,235000.0,229900.0,229900.0,229900.0,235000.0,229950.0,230200.0,229900.0,229900.0,227900.0,224900.0,219900.0,217750.0,219900.0,220000.0,219000.0,219000.0,219000.0,217000.0,214900.0,210000.0,209450.0,214400.0,215500.0,224000.0,218500.0,210000.0,209000.0,209450.0,219000.0,218000.0,209000.0,208000.0,199900.0,199900.0,206990.0,200000.0,209000.0,209995.0,209990.0,209900.0,214400.0,210000.0,209900.0,207135.0,199994.5,204900.0,204900.0,209000.0,209000.0,204949.5,209000.0,209000.0,202000.0,199949.5,199900.0,199900.0,199900.0,199900.0,204500.0,209900.0,209900.0,209000.0,199999.0,199999.0,199900.0,199900.0,195000.0,197000.0,196700.0,199900.0,209900.0,209900.0,214950.0,214950.0,210000.0,210000.0,210000.0,219000.0,209900.0,209900.0,209900.0,210000.0,210000.0,217963.0,214950.0,214900.0,217500.0,210000.0,205000.0,209900.0,204797.0,207000.0,214900.0,219900.0,219900.0,224500.0,219900.0,220000.0,220000.0,219900.0,219900.0,219000.0,215000.0,219900.0,224900.0,221600.0,224900.0,220000.0,219000.0,219850.0,219800.0,219900.0,214000.0,210000.0,209900.0,209607.0
235,"Kahului, HI",236,1019000.0,995000.0,969000.0,995000.0,992500.0,985000.0,997000.0,999000.0,995000.0,949000.0,975000.0,975000.0,975000.0,970000.0,970000.0,974000.0,960000.0,965000.0,932000.0,899900.0,899000.0,899000.0,899900.0,899900.0,950000.0,940000.0,949000.0,989000.0,997750.0,987500.0,975000.0,995000.0,999000.0,995000.0,988750.0,979500.0,998500.0,999000.0,999000.0,1025000.0,1049000.0,999999.0,1050000.0,1025000.0,1028970.0,1095000.0,1100000.0,1141613.0,1100000.0,1079000.0,1099000.0,1149000.0,1100000.0,1195000.0,1200000.0,1219000.0,1200000.0,1219000.0,1199500.0,1200000.0,1200000.0,1250000.0,1249777.0,1249500.0,1250000.0,1237000.0,1225000.0,1200000.0,1199000.0,1195000.0,1190000.0,1200000.0,1250000.0,1275000.0,1250000.0,1275000.0,1270000.0,1272500.0,1275000.0,1250000.0,1229000.0,1207500.0,1282500.0,1295000.0,1300000.0,1295000.0,1277000.0,1288000.0,1371000.0,1349500.0,1363500.0,1350000.0,1350000.0,1329000.0,1395000.0,1399000.0,1395000.0,1389000.0,1385000.0,1367000.0,1389000.0,1396500.0,1399000.0,1425000.0,1450000.0,1479500.0,1486000.0,1495000.0,1496000.0,1466500.0,1497500.0,1495000.0,1499000.0,1495000.0,1499000.0,1530000.0,1537500.0,1495000.0,1495000.0,1527353.0
236,"Ottawa, IL",237,219900.0,215000.0,216500.0,209000.0,199900.0,207850.0,209900.0,208000.0,199900.0,199900.0,199900.0,199000.0,198000.0,194000.0,189900.0,187000.0,189000.0,189000.0,189000.0,189000.0,189000.0,185450.0,179900.0,179000.0,175000.0,174900.0,175000.0,175000.0,179000.0,178000.0,179000.0,184700.0,184500.0,184000.0,186250.0,180000.0,180000.0,180000.0,184950.0,189000.0,188950.0,185000.0,184900.0,185900.0,188900.0,189900.0,184950.0,185000.0,189500.0,189950.0,189000.0,189900.0,185000.0,194700.0,189950.0,191500.0,189000.0,189000.0,192250.0,185000.0,189000.0,189900.0,195900.0,190000.0,199000.0,199000.0,188000.0,184000.0,184900.0,180000.0,182900.0,184900.0,180000.0,184700.0,185000.0,187900.0,185000.0,189000.0,184900.0,185000.0,185000.0,187000.0,187000.0,185000.0,184500.0,187750.0,188000.0,189900.0,192450.0,194900.0,198500.0,198000.0,199000.0,199000.0,195250.0,199000.0,200000.0,210950.0,214900.0,219000.0,215000.0,219000.0,219450.0,219900.0,214900.0,219900.0,217450.0,219900.0,224950.0,219900.0,224800.0,220000.0,217500.0,224500.0,220500.0,225000.0,230000.0,224900.0,224850.0,230916.0
237,"Bangor, ME",238,209000.0,210000.0,210000.0,209000.0,209900.0,209000.0,209900.0,214361.0,214900.0,215000.0,217500.0,219000.0,219900.0,219000.0,214900.0,209900.0,204000.0,199900.0,199993.0,199900.0,199400.0,198900.0,194900.0,198000.0,195000.0,199000.0,198000.0,200000.0,199900.0,199900.0,199900.0,199000.0,199900.0,199900.0,199900.0,199900.0,199900.0,199000.0,199900.0,199900.0,199700.0,199900.0,199500.0,199000.0,199000.0,199900.0,209900.0,210000.0,212000.0,214900.0,214900.0,209900.0,212000.0,209999.5,209111.0,210000.0,212000.0,219900.0,219900.0,220000.0,225000.0,225000.0,225000.0,214900.0,209000.0,205000.0,204900.0,200000.0,209000.0,211000.0,209900.0,209000.0,209000.0,209000.0,209000.0,201500.0,209900.0,210000.0,209950.0,209000.0,214950.0,224900.0,225000.0,229000.0,234950.0,235000.0,233000.0,235000.0,229500.0,230000.0,234950.0,235000.0,235900.0,239000.0,239900.0,245000.0,249000.0,259000.0,259000.0,259450.0,259950.0,249950.0,257950.0,254900.0,259000.0,259900.0,265450.0,269000.0,264900.0,269000.0,271000.0,269000.0,269000.0,269000.0,269500.0,272450.0,269900.0,274900.0,269900.0,265000.0
238,"Hanford, CA",239,253950.0,259900.0,255900.0,249900.0,251000.0,253950.0,247500.0,249500.0,249950.0,239950.0,239500.0,239900.0,235000.0,239900.0,235000.0,229000.0,229450.0,228450.0,226900.0,226000.0,229000.0,229900.0,229000.0,229700.0,228250.0,227500.0,226000.0,226250.0,239900.0,248950.0,249950.0,249900.0,244250.0,239900.0,239000.0,239900.0,235000.0,249900.0,253500.0,265000.0,275000.0,269900.0,264725.0,267995.0,270700.0,267695.0,269900.0,275350.0,272675.0,277450.0,270500.0,268925.0,267950.0,269000.0,264950.0,264950.0,260000.0,265000.0,272450.0,285000.0,283000.0,277500.0,269786.0,274200.0,269950.0,269000.0,265000.0,265000.0,264900.0,263200.0,269000.0,275000.0,270000.0,269950.0,270500.0,272000.0,289250.0,289700.0,289900.0,280000.0,275250.0,271500.0,269945.0,270000.0,280000.0,280400.0,289900.0,295000.0,299900.0,299900.0,294900.0,290000.0,288250.0,289000.0,290000.0,291223.5,285000.0,286900.0,289000.0,290000.0,297532.5,299900.0,304731.5,299900.0,299500.0,310000.0,309900.0,309900.0,304900.0,299900.0,299000.0,299900.0,301950.0,299900.0,308500.0,311500.0,320000.0,324245.0,330000.0,330096.0
239,"Iowa City, IA",240,319000.0,299900.0,300000.0,299900.0,300000.0,299900.0,299900.0,309825.0,319900.0,310000.0,299999.5,299900.0,299999.5,299900.0,295000.0,297000.0,299900.0,299900.0,299900.0,299900.0,299900.0,299900.0,299900.0,308140.0,319000.0,312450.0,312000.0,314950.0,310000.0,317700.0,314900.0,319000.0,319900.0,319900.0,319900.0,319900.0,315000.0,319000.0,315000.0,312900.0,317950.0,315000.0,320000.0,320000.0,315000.0,309900.0,315000.0,310000.0,317900.0,323400.0,326250.0,329900.0,330000.0,329000.0,329000.0,334900.0,339325.5,334410.0,333155.0,334900.0,339900.0,344950.0,339900.0,335000.0,335000.0,336950.0,344900.0,345000.0,349000.0,349500.0,349900.0,349900.0,349900.0,349900.0,349900.0,349900.0,359000.0,354863.0,359900.0,359900.0,359900.0,359900.0,359900.0,355000.0,349900.0,344900.0,349900.0,350000.0,349900.0,349900.0,349950.0,359900.0,359900.0,359900.0,364900.0,369900.0,369900.0,365000.0,365000.0,360537.5,360537.5,374900.0,380000.0,385000.0,389500.0,389900.0,395000.0,395000.0,390000.0,395500.0,375000.0,370738.5,374900.0,375000.0,375000.0,375000.0,375000.0,375000.0,374950.0,369851.0
240,"Monroe, MI",241,195000.0,189999.5,194900.0,199900.0,199900.0,195000.0,197900.0,199900.0,199900.0,199000.0,199900.0,199000.0,199900.0,199900.0,199900.0,199250.0,197850.0,195000.0,197900.0,189994.5,189900.0,184900.0,179900.0,179900.0,187000.0,189900.0,187900.0,194900.0,199000.0,194900.0,199000.0,189900.0,189900.0,187450.0,189000.0,185000.0,189900.0,189900.0,189900.0,189900.0,194900.0,190000.0,194700.0,194900.0,199900.0,197000.0,197690.0,199000.0,199900.0,200049.5,206439.0,203950.0,210000.0,214900.0,210600.0,214900.0,210000.0,214900.0,219900.0,219000.0,219900.0,214900.0,214700.0,214700.0,213050.0,216270.0,214900.0,220450.0,220900.0,219900.0,224250.0,221340.0,224450.0,229548.0,229837.5,239900.0,239900.0,239900.0,244700.0,240847.5,244900.0,244900.0,246177.5,249900.0,249900.0,249900.0,249900.0,249900.0,250000.0,259900.0,249900.0,254900.0,251200.0,254900.0,258200.0,254700.0,259900.0,259900.0,272250.0,259900.0,259900.0,259900.0,259900.0,257525.0,265000.0,273750.0,277040.0,278500.0,274900.0,274900.0,269900.0,271500.0,274990.0,269900.0,274900.0,282875.0,287250.0,283750.0,279900.0,280271.0
241,"Wichita Falls, TX",242,169900.0,174250.0,168000.0,169900.0,174900.0,174250.0,169900.0,167750.0,169000.0,163100.0,160000.0,165000.0,167400.0,164000.0,160000.0,156900.0,159900.0,159900.0,159500.0,159900.0,162500.0,164900.0,163500.0,164900.0,165000.0,164900.0,165000.0,166700.0,164900.0,162500.0,164000.0,163500.0,164500.0,164900.0,169900.0,164950.0,170000.0,167950.0,167500.0,171200.0,172000.0,174500.0,174950.0,174900.0,174900.0,174900.0,169900.0,169900.0,169900.0,179900.0,174900.0,175000.0,178487.5,179125.0,169900.0,172250.0,169900.0,170000.0,169900.0,174900.0,174900.0,174900.0,179000.0,177500.0,179900.0,180000.0,184000.0,181900.0,184500.0,189000.0,189000.0,189900.0,189900.0,189900.0,187500.0,184900.0,189900.0,197000.0,199900.0,199900.0,197750.0,199900.0,199500.0,199000.0,199900.0,199500.0,209000.0,214900.0,213700.0,215888.0,213500.0,209000.0,209000.0,209250.0,209700.0,210000.0,215750.0,215000.0,217325.0,220000.0,234950.0,234200.0,235825.0,235000.0,235000.0,235000.0,238000.0,239900.0,239900.0,243700.0,235000.0,234900.0,234900.0,245000.0,239900.0,244400.0,245000.0,244900.0,235000.0,239000.0
242,"Burlington, NC",243,229900.0,229900.0,229900.0,229900.0,229900.0,229900.0,235000.0,239800.0,239900.0,239900.0,244400.0,239900.0,239900.0,239000.0,235000.0,229900.0,228200.0,219000.0,209950.0,214750.0,209900.0,209900.0,200950.0,204900.0,200000.0,199900.0,210000.0,207990.0,207990.0,205950.0,207445.0,209000.0,214900.0,215000.0,215000.0,219900.0,214900.0,215000.0,216600.0,215982.0,219900.0,220000.0,225000.0,226953.5,225000.0,225812.0,225000.0,227406.0,229900.0,225990.0,230000.0,235990.0,239450.0,235900.0,231450.0,238950.0,239000.0,239000.0,234900.0,238000.0,233900.0,229500.0,234900.0,242000.0,244900.0,239250.0,238950.0,241250.0,239900.0,239000.0,230000.0,229970.0,225000.0,225000.0,228945.0,239900.0,235000.0,244950.0,246000.0,250000.0,249975.0,249900.0,248200.0,245000.0,249187.5,246900.0,248900.0,250000.0,250000.0,249900.0,250000.0,250000.0,250000.0,250000.0,250000.0,253900.0,250000.0,250000.0,250990.0,255000.0,255945.0,259900.0,265000.0,265000.0,265000.0,270000.0,270000.0,267950.0,266945.0,270000.0,269900.0,275000.0,275000.0,275328.5,275000.0,282900.0,275848.0,270000.0,273900.0,276129.0
243,"Madera, CA",244,314500.0,310080.0,320000.0,312500.0,309000.0,299900.0,295900.0,279000.0,270000.0,279900.0,289000.0,279900.0,278500.0,267000.0,259450.0,260900.0,265000.0,265500.0,270000.0,269000.0,269250.0,279250.0,271000.0,276500.0,269900.0,269950.0,289000.0,289000.0,290000.0,289950.0,289225.0,284000.0,289000.0,299900.0,299900.0,299900.0,324000.0,299000.0,310000.0,307500.0,316750.0,325000.0,330000.0,329000.0,329000.0,325000.0,320000.0,320000.0,317000.0,319450.0,309500.0,327900.0,339500.0,345000.0,349000.0,339700.0,324500.0,324500.0,325000.0,334450.0,339000.0,339413.5,338963.5,330000.0,328500.0,335000.0,341000.0,345500.0,339900.0,348500.0,349000.0,349000.0,349500.0,339500.0,335000.0,339999.0,349000.0,339000.0,349700.0,349000.0,348000.0,350000.0,349999.5,350000.0,349900.0,357000.0,360000.0,369950.0,371750.0,373700.0,377950.0,379900.0,379250.0,375000.0,368500.0,379000.0,376950.0,377450.0,378000.0,379900.0,375000.0,375000.0,384950.0,394900.0,398000.0,395000.0,397500.0,395910.0,398000.0,399000.0,399900.0,399150.0,399000.0,399000.0,399000.0,399900.0,399950.0,410900.0,414950.0,418275.0
244,"Jefferson City, MO",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219900.0,216000.0,215000.0,216450.0,219900.0,219900.0,219900.0,218500.0,219000.0,219000.0,217700.0,215000.0,219900.0,225000.0,225000.0,220000.0,219900.0,229900.0,229000.0,229900.0,229900.0,230000.0,229950.0,239000.0,229900.0,239900.0,239900.0,244900.0,244000.0,244900.0,229900.0,230000.0,234900.0,237900.0,239900.0,239900.0,243450.0,244900.0,239900.0,239900.0,244900.0,245000.0,239900.0,239900.0,238900.0,238900.0,239900.0,246950.0,241950.0,249450.0,249900.0,261400.0,261400.0,257000.0,255000.0,259900.0,265000.0,265000.0,265000.0,266900.0,269900.0,275000.0,269900.0,274900.0,270000.0,271900.0,273900.0,269450.0,259950.0,269900.0,269900.0,279900.0,279900.0,279000.0,279900.0,279900.0,279900.0,279000.0,279500.0,287750.0,283450.0,289900.0,295000.0,294900.0,289950.0,289000.0,289000.0,289000.0,287716.0
245,"Elizabethtown, KY",246,205000.0,208000.0,209900.0,205000.0,199950.0,209950.0,216500.0,219900.0,219990.0,225000.0,225999.5,225000.0,217175.0,219900.0,221500.0,215000.0,214900.0,219000.0,214900.0,214825.0,209900.0,209900.0,204500.0,199900.0,199900.0,199900.0,206500.0,210000.0,209900.0,209900.0,209825.0,208500.0,209900.0,208750.0,209700.0,209900.0,205975.0,211500.0,210700.0,215000.0,219000.0,219000.0,215000.0,214900.0,213000.0,214900.0,213950.0,209950.0,209900.0,209900.0,214900.0,214950.0,218200.0,218000.0,219900.0,219900.0,219900.0,220000.0,219900.0,219900.0,218250.0,219500.0,219675.0,217950.0,218000.0,219000.0,219900.0,219000.0,219500.0,221000.0,224900.0,219500.0,219888.5,219000.0,214900.0,218250.0,219000.0,219900.0,220000.0,222200.0,221500.0,219900.0,220000.0,219900.0,229000.0,231200.0,229900.0,229900.0,235000.0,239000.0,239000.0,232450.5,230950.0,229950.0,230000.0,229950.0,230000.0,234900.0,234900.0,238000.0,235000.0,239949.5,242000.0,244000.0,245000.0,246700.0,249900.0,254950.0,255250.0,249900.0,249900.0,252450.0,252900.0,254900.0,258750.0,254900.0,256475.0,252900.0,252900.0,251805.0
246,"Florence, AL",247,234900.0,239900.0,241900.0,242700.0,239900.0,234900.0,231712.5,229900.0,234999.5,229900.0,229000.0,229900.0,224900.0,234900.0,219900.0,199900.0,199939.5,205000.0,199900.0,215000.0,224900.0,226900.0,227900.0,219900.0,219900.0,225900.0,229900.0,229900.0,234900.0,233950.0,229900.0,229900.0,229900.0,224900.0,216762.5,209900.0,209900.0,215000.0,219900.0,224900.0,225950.0,225325.0,227900.0,229900.0,239900.0,239900.0,237900.0,244900.0,239900.0,234900.0,229900.0,229900.0,229000.0,239000.0,239900.0,239900.0,239900.0,244500.0,247950.0,247500.0,249900.0,248500.0,249900.0,249900.0,249900.0,249500.0,248000.0,249700.0,249700.0,249000.0,234950.0,249000.0,249900.0,249000.0,247500.0,249000.0,249700.0,249900.0,249900.0,249900.0,249900.0,249900.0,249900.0,259500.0,249900.0,254900.0,256400.0,259900.0,259900.0,261000.0,259900.0,261450.0,265000.0,264950.0,265000.0,266500.0,264900.0,264500.0,269400.0,269900.0,269900.0,269900.0,269900.0,269000.0,269900.0,274200.0,270000.0,278450.0,274900.0,275000.0,269900.0,269900.0,274900.0,274900.0,278900.0,279000.0,279000.0,286550.0,279900.0,284694.0
247,"Grand Junction, CO",248,359500.0,352500.0,350000.0,350000.0,349900.0,344900.0,344450.0,349900.0,338450.0,329000.0,329450.0,325000.0,325000.0,325000.0,317445.0,310000.0,309950.0,315000.0,309999.0,319900.0,325000.0,329000.0,325000.0,325000.0,320000.0,319000.0,307875.0,314900.0,299999.0,309900.0,319900.0,309900.0,324900.0,321500.0,315000.0,299900.0,310775.0,298500.0,299000.0,299900.0,309900.0,299949.5,314200.0,321000.0,319900.0,324000.0,329900.0,344375.0,349000.0,333900.0,324900.0,323950.0,329250.0,339000.0,339000.0,339900.0,339000.0,339900.0,349450.0,350000.0,350500.0,349900.0,349900.0,350000.0,369450.0,374500.0,379950.0,389500.0,389250.0,379700.0,393050.0,399900.0,419000.0,394000.0,383750.0,375000.0,375000.0,375000.0,374950.0,372400.0,369000.0,374900.0,364900.0,364900.0,350000.0,361000.0,361000.0,366750.0,379000.0,395000.0,398000.0,398250.0,399900.0,398000.0,395000.0,379000.0,379000.0,385000.0,385000.0,390000.0,408750.0,425000.0,424676.0,408875.0,415000.0,425000.0,427900.0,429000.0,425000.0,429900.0,425000.0,422450.0,425000.0,427900.0,429950.0,430000.0,430000.0,434900.0,429000.0,433757.0
248,"Concord, NH",249,349000.0,345000.0,345000.0,339950.0,349000.0,343950.0,339900.0,339900.0,335000.0,339900.0,340000.0,336000.0,339000.0,318000.0,307400.0,321900.0,319900.0,319900.0,319900.0,319900.0,315900.0,319000.0,318500.0,319900.0,319450.0,324900.0,329900.0,324900.0,324900.0,324900.0,324900.0,329000.0,329000.0,325000.0,319900.0,329000.0,329000.0,324900.0,329700.0,329900.0,334900.0,329000.0,329900.0,329000.0,329000.0,330000.0,331220.0,339700.0,331220.0,335000.0,334900.0,334900.0,339000.0,339900.0,339900.0,337950.0,335000.0,339000.0,339900.0,335000.0,332900.0,332950.0,329000.0,340000.0,339900.0,348500.0,349900.0,349000.0,349900.0,349900.0,340000.0,340000.0,342500.0,341937.5,339900.0,339900.0,344900.0,345000.0,349000.0,349000.0,349000.0,349000.0,349000.0,360449.5,368500.0,365000.0,368500.0,375000.0,375000.0,379900.0,379900.0,381950.0,388950.0,395000.0,399700.0,399000.0,400000.0,399000.0,399000.0,389000.0,389900.0,389000.0,395000.0,395000.0,399000.0,395000.0,399999.0,409949.5,409000.0,404700.0,399900.0,399900.0,399900.0,399900.0,400000.0,409450.0,409000.0,407000.0,414000.0,418888.0
249,"Dothan, AL",250,255000.0,249900.0,249900.0,249900.0,249000.0,247500.0,243000.0,239900.0,244900.0,247000.0,239900.0,239000.0,239500.0,244900.0,243250.0,239900.0,237500.0,235000.0,235450.0,239900.0,239900.0,239000.0,235000.0,235000.0,235000.0,234900.0,230000.0,229000.0,229000.0,225555.0,227500.0,225000.0,219225.0,219000.0,219995.0,225000.0,225000.0,229000.0,229900.0,236900.0,229995.0,229945.0,229500.0,229900.0,230000.0,229990.0,229990.0,234900.0,234900.0,239000.0,235000.0,231250.0,229900.0,230000.0,229900.0,230000.0,239000.0,239900.0,238000.0,234900.0,229900.0,229900.0,234000.0,232250.0,234000.0,234900.0,229900.0,230000.0,229900.0,229000.0,229900.0,229550.0,230000.0,239900.0,245000.0,247600.0,249250.0,249900.0,249900.0,249900.0,249000.0,248000.0,241200.0,239900.0,237900.0,235000.0,239900.0,239000.0,239900.0,243400.0,247199.5,242800.0,242400.0,240000.0,240000.0,240000.0,240000.0,245000.0,239900.0,239000.0,235900.0,239900.0,240000.0,240000.0,239900.0,245900.0,245450.0,249000.0,254500.0,253200.0,249900.0,253700.0,253850.0,249000.0,250249.5,259000.0,256109.5,259900.0,259900.0,263374.0
250,"Santa Fe, NM",251,759000.0,775000.0,759000.0,748750.0,725000.0,725000.0,725000.0,699949.5,699900.0,699900.0,710000.0,699900.0,695000.0,695000.0,695000.0,685000.0,695000.0,695000.0,695000.0,695000.0,695000.0,699000.0,698000.0,699000.0,699000.0,699000.0,695000.0,695000.0,695000.0,679000.0,679000.0,675000.0,650000.0,649973.5,649947.0,650000.0,662500.0,669450.0,649950.0,649950.0,649000.0,640000.0,645000.0,649000.0,649000.0,649950.0,659300.0,675000.0,687000.0,675000.0,695000.0,692500.0,685000.0,685000.0,695000.0,675000.0,669000.0,675000.0,675000.0,659850.0,650000.0,650000.0,675000.0,665000.0,689000.0,685000.0,695000.0,713392.5,699150.0,699950.0,725000.0,725000.0,748000.0,745000.0,740000.0,725000.0,729000.0,741500.0,741500.0,750000.0,766500.0,795000.0,799000.0,825000.0,825000.0,799000.0,780000.0,795000.0,795000.0,795000.0,795000.0,785000.0,759500.0,790000.0,795000.0,795000.0,795000.0,795000.0,795000.0,795000.0,795900.0,799000.0,828000.0,819000.0,828500.0,819500.0,847950.0,875000.0,865000.0,850000.0,862500.0,879000.0,890000.0,884950.0,875000.0,895000.0,895000.0,890000.0,879000.0,868136.0
251,"Traverse City, MI",252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399500.0,399500.0,399900.0,399000.0,399000.0,395000.0,394950.0,389900.0,387000.0,385000.0,388250.0,385000.0,388800.0,385000.0,379900.0,390000.0,390000.0,395000.0,395000.0,395000.0,395000.0,399900.0,405000.0,419000.0,409000.0,399900.0,407000.0,425000.0,445000.0,445000.0,435000.0,425000.0,425000.0,425000.0,425000.0,429000.0,435450.0,438000.0,439000.0,449500.0,449900.0,449850.0,444950.0,439900.0,429950.0,439000.0,445000.0,449900.0,449900.0,450000.0,462450.0,475000.0,498950.0,498950.0,492000.0,475000.0,479900.0,477000.0,470100.0,470050.0,470000.0,487500.0,489000.0,499000.0,499000.0,499900.0,499000.0,499000.0,495000.0,499000.0,499000.0,499000.0,499900.0,525000.0,529000.0,525000.0,543923.0
252,"Hattiesburg, MS",253,249900.0,259500.0,258250.0,248500.0,240950.0,239700.0,234997.0,237000.0,239000.0,239900.0,239900.0,239900.0,239500.0,239812.0,239900.0,236900.0,235450.0,234900.0,238950.0,234900.0,229000.0,220700.0,222000.0,224250.0,225000.0,229900.0,229900.0,233600.0,229900.0,234750.0,229900.0,231950.0,230000.0,229000.0,225000.0,225000.0,229000.0,229900.0,229900.0,229900.0,228750.0,229000.0,229000.0,239250.0,240000.0,240000.0,245900.0,249500.0,247500.0,242000.0,249850.0,249500.0,239800.0,237900.0,240000.0,249900.0,250000.0,249250.0,259700.0,254950.0,264450.0,264450.0,248750.0,255000.0,264000.0,264000.0,259250.0,259900.0,269500.0,264500.0,263582.0,259900.0,262656.0,278000.0,274900.0,269900.0,266500.0,269900.0,264000.0,265000.0,269900.0,269000.0,269900.0,274900.0,275000.0,275000.0,275000.0,273365.0,273830.0,275000.0,273830.0,276500.0,279000.0,274900.0,275000.0,279000.0,274900.0,287500.0,289500.0,288950.0,289000.0,285000.0,297500.0,298500.0,289450.0,285000.0,287000.0,295000.0,294900.0,294900.0,289900.0,292400.0,299000.0,299450.0,285000.0,284000.0,284950.0,281900.0,279900.0,280002.0
